11|"November"||||||||||||||"13888842"|"145349385"
10|"October"||||||||||||||"13888842"|"145349386"
9|"September"||||||||||||||"13888842"|"145349387"
4|"April"||||||||||||||"13888843"|"145349388"
8|"August"||||||||||||||"13888843"|"145349389"
12|"December"||||||||||||||"13888843"|"145349390"
2|"February"||||||||||||||"13888843"|"145349391"
1|"January"||||||||||||||"13888843"|"145349392"
7|"July"||||||||||||||"13888843"|"145349393"
6|"June"||||||||||||||"13888843"|"145349394"
3|"March"||||||||||||||"13888843"|"145349395"
5|"May"||||||||||||||"13888843"|"145349396"
11|"November"||||||||||||||"13888843"|"145349397"
10|"October"||||||||||||||"13888843"|"145349398"
9|"September"||||||||||||||"13888843"|"145349399"
4|"April"||||||||||||||"13888844"|"145349400"
8|"August"||||||||||||||"13888844"|"145349401"
12|"December"||||||||||||||"13888844"|"145349402"
2|"February"||||||||||||||"13888844"|"145349403"
1|"January"||||||||||||||"13888844"|"145349404"
7|"July"||||||||||||||"13888844"|"145349405"
6|"June"||||||||||||||"13888844"|"145349406"
3|"March"||||||||||||||"13888844"|"145349407"
5|"May"||||||||||||||"13888844"|"145349408"
11|"November"||||||||||||||"13888844"|"145349409"
10|"October"||||||||||||||"13888844"|"145349410"
9|"September"||||||||||||||"13888844"|"145349411"
4|"April"||||||||||||||"13888845"|"145349412"
8|"August"||||||||||||||"13888845"|"145349413"
12|"December"||||||||||||||"13888845"|"145349414"
2|"February"||||||||||||||"13888845"|"145349415"
1|"January"||||||||||||||"13888845"|"145349416"
7|"July"||||||||||||||"13888845"|"145349417"
6|"June"||||||||||||||"13888845"|"145349418"
3|"March"||||||||||||||"13888845"|"145349419"
5|"May"||||||||||||||"13888845"|"145349420"
11|"November"||||||||||||||"13888845"|"145349421"
10|"October"||||||||||||||"13888845"|"145349422"
9|"September"||||||||||||||"13888845"|"145349423"
4|"April"||||||||||||||"13888846"|"145349424"
8|"August"||||||||||||||"13888846"|"145349425"
12|"December"||||||||||||||"13888846"|"145349426"
2|"February"||||||||||||||"13888846"|"145349427"
1|"January"||||||||||||||"13888846"|"145349428"
7|"July"||||||||||||||"13888846"|"145349429"
6|"June"||||||||||||||"13888846"|"145349430"
3|"March"||||||||||||||"13888846"|"145349431"
5|"May"||||||||||||||"13888846"|"145349432"
11|"November"||||||||||||||"13888846"|"145349433"
10|"October"||||||||||||||"13888846"|"145349434"
9|"September"||||||||||||||"13888846"|"145349435"
4|"April"|"Occasional"|"Brief (2 to 7 days)"|"None"|||||||||||"13888848"|"145349436"
8|"August"|"None"||"None"|||||||||||"13888848"|"145349437"
12|"December"|"Occasional"|"Brief (2 to 7 days)"|"None"|||||||||||"13888848"|"145349438"
2|"February"|"Occasional"|"Brief (2 to 7 days)"|"None"|||||||||||"13888848"|"145349439"
1|"January"|"Occasional"|"Brief (2 to 7 days)"|"None"|||||||||||"13888848"|"145349440"
7|"July"|"None"||"None"|||||||||||"13888848"|"145349441"
6|"June"|"None"||"None"|||||||||||"13888848"|"145349442"
3|"March"|"Occasional"|"Brief (2 to 7 days)"|"None"|||||||||||"13888848"|"145349443"
5|"May"|"None"||"None"|||||||||||"13888848"|"145349444"
11|"November"|"None"||"None"|||||||||||"13888848"|"145349445"
10|"October"|"None"||"None"|||||||||||"13888848"|"145349446"
9|"September"|"None"||"None"|||||||||||"13888848"|"145349447"
4|"April"||||||||||||||"13888849"|"145349448"
8|"August"||||||||||||||"13888849"|"145349449"
12|"December"||||||||||||||"13888849"|"145349450"
2|"February"||||||||||||||"13888849"|"145349451"
1|"January"||||||||||||||"13888849"|"145349452"
7|"July"||||||||||||||"13888849"|"145349453"
6|"June"||||||||||||||"13888849"|"145349454"
3|"March"||||||||||||||"13888849"|"145349455"
5|"May"||||||||||||||"13888849"|"145349456"
11|"November"||||||||||||||"13888849"|"145349457"
10|"October"||||||||||||||"13888849"|"145349458"
9|"September"||||||||||||||"13888849"|"145349459"
4|"April"||||||||||||||"13888850"|"145349460"
8|"August"||||||||||||||"13888850"|"145349461"
12|"December"||||||||||||||"13888850"|"145349462"
2|"February"||||||||||||||"13888850"|"145349463"
1|"January"||||||||||||||"13888850"|"145349464"
7|"July"||||||||||||||"13888850"|"145349465"
6|"June"||||||||||||||"13888850"|"145349466"
3|"March"||||||||||||||"13888850"|"145349467"
5|"May"||||||||||||||"13888850"|"145349468"
11|"November"||||||||||||||"13888850"|"145349469"
10|"October"||||||||||||||"13888850"|"145349470"
9|"September"||||||||||||||"13888850"|"145349471"
4|"April"||||||||||||||"13888851"|"145349472"
8|"August"||||||||||||||"13888851"|"145349473"
12|"December"||||||||||||||"13888851"|"145349474"
2|"February"||||||||||||||"13888851"|"145349475"
1|"January"||||||||||||||"13888851"|"145349476"
7|"July"||||||||||||||"13888851"|"145349477"
6|"June"||||||||||||||"13888851"|"145349478"
3|"March"||||||||||||||"13888851"|"145349479"
5|"May"||||||||||||||"13888851"|"145349480"
11|"November"||||||||||||||"13888851"|"145349481"
10|"October"||||||||||||||"13888851"|"145349482"
9|"September"||||||||||||||"13888851"|"145349483"
4|"April"||||||||||||||"13888852"|"145349484"
8|"August"||||||||||||||"13888852"|"145349485"
12|"December"||||||||||||||"13888852"|"145349486"
2|"February"||||||||||||||"13888852"|"145349487"
1|"January"||||||||||||||"13888852"|"145349488"
7|"July"||||||||||||||"13888852"|"145349489"
6|"June"||||||||||||||"13888852"|"145349490"
3|"March"||||||||||||||"13888852"|"145349491"
5|"May"||||||||||||||"13888852"|"145349492"
11|"November"||||||||||||||"13888852"|"145349493"
10|"October"||||||||||||||"13888852"|"145349494"
9|"September"||||||||||||||"13888852"|"145349495"
1|"January"|"None"||"Frequent"|"Very long (more than 30 days)"|0|7|15|||||||"13888855"|"145349496"
2|"February"|"None"||"Frequent"|"Very long (more than 30 days)"|0|7|15|||||||"13888855"|"145349497"
3|"March"|"None"||"Frequent"|"Very long (more than 30 days)"|0|7|15|||||||"13888855"|"145349498"
